Time,Temperature,ProcessTemperature,AgentType,AgentFlow,SampleType,CatalystType,CatalystRatio,Hydrogen,Experiment_Group
79,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,31.46,48
80,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,30.79,48
81,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,30.45,48
82,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,29.9,48
83,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,28.82,48
84,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,27.58,48
85,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,26.12,48
86,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,24.56,48
87,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,23.0,48
88,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,21.37,48
89,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,19.85,48
90,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,18.3,48
91,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,16.89,48
92,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,15.55,48
93,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,14.4,48
94,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,13.3,48
95,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,12.36,48
96,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,11.52,48
97,900,900,Oxygen,0.015,TWTS,No Catalyst,0.0,10.81,48
1,6,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
2,9,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
3,12,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
4,15,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
5,18,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
6,28,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
7,47,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
8,77,1000,Air,0.05,Leather scraps,No Catalyst,0.0,0.0,22
9,118,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
10,167,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
11,226,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
12,290,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
13,355,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
14,413,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
15,466,1000,Air,0.05,Leather scraps,No Catalyst,0.0,1.0,22
16,510,1000,Air,0.05,Leather scraps,No Catalyst,0.0,2.0,22
17,549,1000,Air,0.05,Leather scraps,No Catalyst,0.0,3.0,22
18,581,1000,Air,0.05,Leather scraps,No Catalyst,0.0,6.0,22
19,610,1000,Air,0.05,Leather scraps,No Catalyst,0.0,11.0,22
20,636,1000,Air,0.05,Leather scraps,No Catalyst,0.0,16.0,22
21,659,1000,Air,0.05,Leather scraps,No Catalyst,0.0,25.0,22
22,682,1000,Air,0.05,Leather scraps,No Catalyst,0.0,30.0,22
23,702,1000,Air,0.05,Leather scraps,No Catalyst,0.0,33.0,22
24,720,1000,Air,0.05,Leather scraps,No Catalyst,0.0,32.0,22
25,737,1000,Air,0.05,Leather scraps,No Catalyst,0.0,30.0,22
26,754,1000,Air,0.05,Leather scraps,No Catalyst,0.0,29.0,22
27,768,1000,Air,0.05,Leather scraps,No Catalyst,0.0,28.0,22
28,784,1000,Air,0.05,Leather scraps,No Catalyst,0.0,27.0,22
29,797,1000,Air,0.05,Leather scraps,No Catalyst,0.0,26.0,22
30,810,1000,Air,0.05,Leather scraps,No Catalyst,0.0,25.0,22
31,823,1000,Air,0.05,Leather scraps,No Catalyst,0.0,23.0,22
32,835,1000,Air,0.05,Leather scraps,No Catalyst,0.0,20.0,22
33,847,1000,Air,0.05,Leather scraps,No Catalyst,0.0,18.0,22
34,859,1000,Air,0.05,Leather scraps,No Catalyst,0.0,16.0,22
35,869,1000,Air,0.05,Leather scraps,No Catalyst,0.0,15.0,22
36,879,1000,Air,0.05,Leather scraps,No Catalyst,0.0,13.0,22
37,889,1000,Air,0.05,Leather scraps,No Catalyst,0.0,13.0,22
38,900,1000,Air,0.05,Leather scraps,No Catalyst,0.0,12.0,22
39,915,1000,Air,0.05,Leather scraps,No Catalyst,0.0,11.0,22
40,930,1000,Air,0.05,Leather scraps,No Catalyst,0.0,11.0,22
41,945,1000,Air,0.05,Leather scraps,No Catalyst,0.0,10.0,22
42,960,1000,Air,0.05,Leather scraps,No Catalyst,0.0,9.0,22
43,975,1000,Air,0.05,Leather scraps,No Catalyst,0.0,9.0,22
44,985,1000,Air,0.05,Leather scraps,No Catalyst,0.0,9.0,22
45,995,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
46,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
47,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
48,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
49,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
50,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
51,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
52,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
53,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
54,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
55,1000,1000,Air,0.05,Leather scraps,No Catalyst,0.0,8.0,22
1,6,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
2,9,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
3,12,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
4,15,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
5,18,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
6,28,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
7,47,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
8,77,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
9,118,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
10,167,1000,Air,0.05,TWTS,Marble dust,5.0,0.0,47
11,226,1000,Air,0.05,TWTS,Marble dust,5.0,1.0,47
12,290,1000,Air,0.05,TWTS,Marble dust,5.0,1.0,47
13,355,1000,Air,0.05,TWTS,Marble dust,5.0,1.0,47
14,413,1000,Air,0.05,TWTS,Marble dust,5.0,1.0,47
15,466,1000,Air,0.05,TWTS,Marble dust,5.0,2.0,47
16,510,1000,Air,0.05,TWTS,Marble dust,5.0,3.0,47
17,549,1000,Air,0.05,TWTS,Marble dust,5.0,5.0,47
18,581,1000,Air,0.05,TWTS,Marble dust,5.0,8.0,47
19,610,1000,Air,0.05,TWTS,Marble dust,5.0,11.0,47
20,636,1000,Air,0.05,TWTS,Marble dust,5.0,15.0,47
21,659,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
22,682,1000,Air,0.05,TWTS,Marble dust,5.0,21.0,47
23,702,1000,Air,0.05,TWTS,Marble dust,5.0,23.0,47
24,720,1000,Air,0.05,TWTS,Marble dust,5.0,25.0,47
25,737,1000,Air,0.05,TWTS,Marble dust,5.0,27.0,47
26,754,1000,Air,0.05,TWTS,Marble dust,5.0,28.0,47
27,768,1000,Air,0.05,TWTS,Marble dust,5.0,29.0,47
28,784,1000,Air,0.05,TWTS,Marble dust,5.0,30.0,47
29,797,1000,Air,0.05,TWTS,Marble dust,5.0,31.0,47
30,810,1000,Air,0.05,TWTS,Marble dust,5.0,32.0,47
31,823,1000,Air,0.05,TWTS,Marble dust,5.0,32.0,47
32,835,1000,Air,0.05,TWTS,Marble dust,5.0,33.0,47
33,847,1000,Air,0.05,TWTS,Marble dust,5.0,33.0,47
34,859,1000,Air,0.05,TWTS,Marble dust,5.0,34.0,47
35,869,1000,Air,0.05,TWTS,Marble dust,5.0,33.0,47
36,879,1000,Air,0.05,TWTS,Marble dust,5.0,36.0,47
37,889,1000,Air,0.05,TWTS,Marble dust,5.0,35.0,47
38,900,1000,Air,0.05,TWTS,Marble dust,5.0,36.0,47
39,915,1000,Air,0.05,TWTS,Marble dust,5.0,35.0,47
40,930,1000,Air,0.05,TWTS,Marble dust,5.0,35.0,47
41,945,1000,Air,0.05,TWTS,Marble dust,5.0,34.0,47
42,960,1000,Air,0.05,TWTS,Marble dust,5.0,34.0,47
43,975,1000,Air,0.05,TWTS,Marble dust,5.0,33.0,47
44,985,1000,Air,0.05,TWTS,Marble dust,5.0,32.0,47
45,995,1000,Air,0.05,TWTS,Marble dust,5.0,31.0,47
46,1000,1000,Air,0.05,TWTS,Marble dust,5.0,30.0,47
47,1000,1000,Air,0.05,TWTS,Marble dust,5.0,28.0,47
48,1000,1000,Air,0.05,TWTS,Marble dust,5.0,26.0,47
49,1000,1000,Air,0.05,TWTS,Marble dust,5.0,24.0,47
50,1000,1000,Air,0.05,TWTS,Marble dust,5.0,21.0,47
51,1000,1000,Air,0.05,TWTS,Marble dust,5.0,20.0,47
52,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
53,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
54,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
55,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
56,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
57,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
58,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
59,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
60,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
61,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
62,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
63,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
64,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
65,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
66,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
67,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
68,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
69,1000,1000,Air,0.05,TWTS,Marble dust,5.0,19.0,47
70,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
71,1000,1000,Air,0.05,TWTS,Marble dust,5.0,18.0,47
72,1000,1000,Air,0.05,TWTS,Marble dust,5.0,17.0,47
73,1000,1000,Air,0.05,TWTS,Marble dust,5.0,16.0,47
74,1000,1000,Air,0.05,TWTS,Marble dust,5.0,16.0,47
75,1000,1000,Air,0.05,TWTS,Marble dust,5.0,15.0,47
76,1000,1000,Air,0.05,TWTS,Marble dust,5.0,14.0,47
1,6,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
2,9,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
3,12,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
4,15,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
5,18,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
6,28,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
7,47,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
8,77,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
9,118,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
10,167,1000,Air,0.05,TWTS,Marble dust,10.0,0.0,36
11,226,1000,Air,0.05,TWTS,Marble dust,10.0,1.0,36
12,290,1000,Air,0.05,TWTS,Marble dust,10.0,1.0,36
13,355,1000,Air,0.05,TWTS,Marble dust,10.0,1.0,36
14,413,1000,Air,0.05,TWTS,Marble dust,10.0,1.0,36
15,466,1000,Air,0.05,TWTS,Marble dust,10.0,1.0,36
16,510,1000,Air,0.05,TWTS,Marble dust,10.0,2.0,36
17,549,1000,Air,0.05,TWTS,Marble dust,10.0,2.0,36
18,581,1000,Air,0.05,TWTS,Marble dust,10.0,4.0,36
19,610,1000,Air,0.05,TWTS,Marble dust,10.0,6.0,36
20,636,1000,Air,0.05,TWTS,Marble dust,10.0,9.0,36
21,659,1000,Air,0.05,TWTS,Marble dust,10.0,12.0,36
22,682,1000,Air,0.05,TWTS,Marble dust,10.0,16.0,36
23,702,1000,Air,0.05,TWTS,Marble dust,10.0,18.0,36
24,720,1000,Air,0.05,TWTS,Marble dust,10.0,20.0,36
25,737,1000,Air,0.05,TWTS,Marble dust,10.0,22.0,36
26,754,1000,Air,0.05,TWTS,Marble dust,10.0,24.0,36
27,768,1000,Air,0.05,TWTS,Marble dust,10.0,25.0,36
28,784,1000,Air,0.05,TWTS,Marble dust,10.0,26.0,36
29,797,1000,Air,0.05,TWTS,Marble dust,10.0,26.0,36
30,810,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
31,823,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
32,835,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
33,847,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
34,859,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
35,869,1000,Air,0.05,TWTS,Marble dust,10.0,27.0,36
36,879,1000,Air,0.05,TWTS,Marble dust,10.0,26.0,36
37,889,1000,Air,0.05,TWTS,Marble dust,10.0,26.0,36
38,900,1000,Air,0.05,TWTS,Marble dust,10.0,26.0,36
39,915,1000,Air,0.05,TWTS,Marble dust,10.0,25.0,36
40,930,1000,Air,0.05,TWTS,Marble dust,10.0,24.0,36
41,945,1000,Air,0.05,TWTS,Marble dust,10.0,23.0,36
42,960,1000,Air,0.05,TWTS,Marble dust,10.0,22.0,36
43,975,1000,Air,0.05,TWTS,Marble dust,10.0,20.0,36
44,985,1000,Air,0.05,TWTS,Marble dust,10.0,18.0,36
45,995,1000,Air,0.05,TWTS,Marble dust,10.0,15.0,36
46,1000,1000,Air,0.05,TWTS,Marble dust,10.0,14.0,36
47,1000,1000,Air,0.05,TWTS,Marble dust,10.0,12.0,36
48,1000,1000,Air,0.05,TWTS,Marble dust,10.0,11.0,36
49,1000,1000,Air,0.05,TWTS,Marble dust,10.0,11.0,36
50,1000,1000,Air,0.05,TWTS,Marble dust,10.0,10.0,36
51,1000,1000,Air,0.05,TWTS,Marble dust,10.0,10.0,36
52,1000,1000,Air,0.05,TWTS,Marble dust,10.0,9.0,36
53,1000,1000,Air,0.05,TWTS,Marble dust,10.0,9.0,36
54,1000,1000,Air,0.05,TWTS,Marble dust,10.0,9.0,36
55,1000,1000,Air,0.05,TWTS,Marble dust,10.0,9.0,36
56,1000,1000,Air,0.05,TWTS,Marble dust,10.0,8.0,36
1,6,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
2,9,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
3,12,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
4,15,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
5,18,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
6,28,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
7,47,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
8,77,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
9,118,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
10,167,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
11,226,1000,Air,0.05,TWTS,Marble dust,15.0,0.0,7
12,290,1000,Air,0.05,TWTS,Marble dust,15.0,1.0,7
13,355,1000,Air,0.05,TWTS,Marble dust,15.0,1.0,7
14,413,1000,Air,0.05,TWTS,Marble dust,15.0,1.0,7
15,466,1000,Air,0.05,TWTS,Marble dust,15.0,1.0,7
16,510,1000,Air,0.05,TWTS,Marble dust,15.0,1.0,7
17,549,1000,Air,0.05,TWTS,Marble dust,15.0,2.0,7
18,581,1000,Air,0.05,TWTS,Marble dust,15.0,2.0,7
19,610,1000,Air,0.05,TWTS,Marble dust,15.0,4.0,7
20,636,1000,Air,0.05,TWTS,Marble dust,15.0,5.0,7
21,659,1000,Air,0.05,TWTS,Marble dust,15.0,8.0,7
22,682,1000,Air,0.05,TWTS,Marble dust,15.0,10.0,7
23,702,1000,Air,0.05,TWTS,Marble dust,15.0,12.0,7
24,720,1000,Air,0.05,TWTS,Marble dust,15.0,14.0,7
25,737,1000,Air,0.05,TWTS,Marble dust,15.0,16.0,7
26,754,1000,Air,0.05,TWTS,Marble dust,15.0,17.0,7
27,768,1000,Air,0.05,TWTS,Marble dust,15.0,18.0,7
28,784,1000,Air,0.05,TWTS,Marble dust,15.0,18.0,7
29,797,1000,Air,0.05,TWTS,Marble dust,15.0,19.0,7
30,810,1000,Air,0.05,TWTS,Marble dust,15.0,19.0,7
31,823,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
32,835,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
33,847,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
34,859,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
35,869,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
36,879,1000,Air,0.05,TWTS,Marble dust,15.0,20.0,7
37,889,1000,Air,0.05,TWTS,Marble dust,15.0,19.0,7
38,900,1000,Air,0.05,TWTS,Marble dust,15.0,19.0,7
39,915,1000,Air,0.05,TWTS,Marble dust,15.0,18.0,7
40,930,1000,Air,0.05,TWTS,Marble dust,15.0,18.0,7
41,945,1000,Air,0.05,TWTS,Marble dust,15.0,17.0,7
42,960,1000,Air,0.05,TWTS,Marble dust,15.0,17.0,7
43,975,1000,Air,0.05,TWTS,Marble dust,15.0,16.0,7
44,985,1000,Air,0.05,TWTS,Marble dust,15.0,15.0,7
45,995,1000,Air,0.05,TWTS,Marble dust,15.0,14.0,7
46,1000,1000,Air,0.05,TWTS,Marble dust,15.0,13.0,7
47,1000,1000,Air,0.05,TWTS,Marble dust,15.0,12.0,7
48,1000,1000,Air,0.05,TWTS,Marble dust,15.0,11.0,7
49,1000,1000,Air,0.05,TWTS,Marble dust,15.0,10.0,7
50,1000,1000,Air,0.05,TWTS,Marble dust,15.0,9.0,7
51,1000,1000,Air,0.05,TWTS,Marble dust,15.0,9.0,7
52,1000,1000,Air,0.05,TWTS,Marble dust,15.0,9.0,7
53,1000,1000,Air,0.05,TWTS,Marble dust,15.0,8.0,7
54,1000,1000,Air,0.05,TWTS,Marble dust,15.0,8.0,7
55,1000,1000,Air,0.05,TWTS,Marble dust,15.0,7.0,7
1,6,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
2,9,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
3,12,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
4,15,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
5,18,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
6,28,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
7,47,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
8,77,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
9,118,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
10,167,1000,Air,0.05,TWTS,Marble dust,20.0,0.0,10
11,226,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
12,290,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
13,355,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
14,413,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
15,466,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
16,510,1000,Air,0.05,TWTS,Marble dust,20.0,1.0,10
17,549,1000,Air,0.05,TWTS,Marble dust,20.0,2.0,10
18,581,1000,Air,0.05,TWTS,Marble dust,20.0,3.0,10
19,610,1000,Air,0.05,TWTS,Marble dust,20.0,5.0,10
20,636,1000,Air,0.05,TWTS,Marble dust,20.0,7.0,10
21,659,1000,Air,0.05,TWTS,Marble dust,20.0,10.0,10
22,682,1000,Air,0.05,TWTS,Marble dust,20.0,13.0,10
23,702,1000,Air,0.05,TWTS,Marble dust,20.0,16.0,10
24,720,1000,Air,0.05,TWTS,Marble dust,20.0,18.0,10
25,737,1000,Air,0.05,TWTS,Marble dust,20.0,19.0,10
26,754,1000,Air,0.05,TWTS,Marble dust,20.0,20.0,10
27,768,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
28,784,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
29,797,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
30,810,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
31,823,1000,Air,0.05,TWTS,Marble dust,20.0,22.0,10
32,835,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
33,847,1000,Air,0.05,TWTS,Marble dust,20.0,22.0,10
34,859,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
35,869,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
36,879,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
37,889,1000,Air,0.05,TWTS,Marble dust,20.0,20.0,10
38,900,1000,Air,0.05,TWTS,Marble dust,20.0,21.0,10
39,915,1000,Air,0.05,TWTS,Marble dust,20.0,20.0,10
40,930,1000,Air,0.05,TWTS,Marble dust,20.0,20.0,10
41,945,1000,Air,0.05,TWTS,Marble dust,20.0,19.0,10
42,960,1000,Air,0.05,TWTS,Marble dust,20.0,18.0,10
43,975,1000,Air,0.05,TWTS,Marble dust,20.0,17.0,10
44,985,1000,Air,0.05,TWTS,Marble dust,20.0,16.0,10
45,995,1000,Air,0.05,TWTS,Marble dust,20.0,15.0,10
46,1000,1000,Air,0.05,TWTS,Marble dust,20.0,13.0,10
47,1000,1000,Air,0.05,TWTS,Marble dust,20.0,12.0,10
48,1000,1000,Air,0.05,TWTS,Marble dust,20.0,10.0,10
49,1000,1000,Air,0.05,TWTS,Marble dust,20.0,9.0,10
50,1000,1000,Air,0.05,TWTS,Marble dust,20.0,8.0,10
51,1000,1000,Air,0.05,TWTS,Marble dust,20.0,8.0,10
52,1000,1000,Air,0.05,TWTS,Marble dust,20.0,7.0,10
53,1000,1000,Air,0.05,TWTS,Marble dust,20.0,7.0,10
54,1000,1000,Air,0.05,TWTS,Marble dust,20.0,7.0,10
55,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
56,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
57,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
58,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
59,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
60,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
61,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
62,1000,1000,Air,0.05,TWTS,Marble dust,20.0,6.0,10
1,6,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
2,9,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
3,12,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
4,15,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
5,18,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
6,28,1000,Air,0.05,TWTS,No Catalyst,0.0,0.0,18
7,47,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
8,77,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
9,118,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
10,167,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
11,226,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
12,290,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
13,355,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
14,413,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
15,466,1000,Air,0.05,TWTS,No Catalyst,0.0,1.0,18
16,510,1000,Air,0.05,TWTS,No Catalyst,0.0,2.0,18
17,549,1000,Air,0.05,TWTS,No Catalyst,0.0,4.0,18
18,581,1000,Air,0.05,TWTS,No Catalyst,0.0,7.0,18
19,610,1000,Air,0.05,TWTS,No Catalyst,0.0,10.0,18
20,636,1000,Air,0.05,TWTS,No Catalyst,0.0,14.0,18
21,659,1000,Air,0.05,TWTS,No Catalyst,0.0,17.0,18
22,682,1000,Air,0.05,TWTS,No Catalyst,0.0,20.0,18
23,702,1000,Air,0.05,TWTS,No Catalyst,0.0,23.0,18
24,720,1000,Air,0.05,TWTS,No Catalyst,0.0,25.0,18
25,737,1000,Air,0.05,TWTS,No Catalyst,0.0,26.0,18
26,754,1000,Air,0.05,TWTS,No Catalyst,0.0,27.0,18
27,768,1000,Air,0.05,TWTS,No Catalyst,0.0,28.0,18
28,784,1000,Air,0.05,TWTS,No Catalyst,0.0,29.0,18
29,797,1000,Air,0.05,TWTS,No Catalyst,0.0,30.0,18
30,810,1000,Air,0.05,TWTS,No Catalyst,0.0,31.0,18
31,823,1000,Air,0.05,TWTS,No Catalyst,0.0,31.0,18
32,835,1000,Air,0.05,TWTS,No Catalyst,0.0,32.0,18
33,847,1000,Air,0.05,TWTS,No Catalyst,0.0,33.0,18
34,859,1000,Air,0.05,TWTS,No Catalyst,0.0,33.0,18
35,869,1000,Air,0.05,TWTS,No Catalyst,0.0,34.0,18
36,879,1000,Air,0.05,TWTS,No Catalyst,0.0,35.0,18
37,889,1000,Air,0.05,TWTS,No Catalyst,0.0,35.0,18
38,900,1000,Air,0.05,TWTS,No Catalyst,0.0,36.0,18
39,915,1000,Air,0.05,TWTS,No Catalyst,0.0,36.0,18
40,930,1000,Air,0.05,TWTS,No Catalyst,0.0,36.0,18
41,945,1000,Air,0.05,TWTS,No Catalyst,0.0,36.0,18
42,960,1000,Air,0.05,TWTS,No Catalyst,0.0,35.0,18
43,975,1000,Air,0.05,TWTS,No Catalyst,0.0,34.0,18
44,985,1000,Air,0.05,TWTS,No Catalyst,0.0,32.0,18
45,995,1000,Air,0.05,TWTS,No Catalyst,0.0,29.0,18
46,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,27.0,18
47,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,25.0,18
48,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,23.0,18
49,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,22.0,18
50,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,21.0,18
51,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,20.0,18
52,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,19.0,18
53,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,18.0,18
54,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,17.0,18
55,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,16.0,18
56,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,16.0,18
57,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,16.0,18
58,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,15.0,18
59,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,14.0,18
60,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,14.0,18
61,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,13.0,18
62,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,13.0,18
63,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,12.0,18
64,1000,1000,Air,0.05,TWTS,No Catalyst,0.0,12.0,18
